god its a gloomy rainy day ,0
@Wizbeff I wanna go record shopping today! ,0
@staciehays  (Sad face) i would bring you one,0
Can't get out of bed today ,0
i have to go feed Herman in a minute. and then clean my room. then let herman out. pretty much what i do every morning. ,0
Stuck at work on an absolutely gorgeous Saturday. This is so unfair ,0
Rain, rain go away! ,0
sitting in an apartment in san francisco and wishing i was at home ,0
Just so you all know, it looks as if Mikeyy's back ,0
@Dannymcfly Jonesy? McFLY MUST come to Germany. when you love Amsterdam you'll love Germany too. We're waiting for you!  please tweet back,0
I've totally forgotten that I have a Twitter account ,0
i'm never guna be able to give up on you, even though i have no chance of getting the old 'us' back..so please don't push me away anymore ,0
writing a paper all day ,0
Poor cubby...he got called in today to work at the library. ,0
Need some coffee. Can't go to Starbucks until the shower is over. ,0
just woke up, ughhh it's too early. ,0
@lala36079 I know!  I crashed as soon as I got off the phone with you.,0
@DaddyCasual I feel terrible  I'll buy you a new one  x,0
hates the rain. i wish i was in jersey right now ,0
Sandy got a sitter for thisafternoon. but all festivals are rained out... no Crawfish, Green beer or Wild Game BBQ today. ,0
@dremin I want to find a Twitterific alternative, but not many sit on the menu bar and leave my dock uncluttered. ,0
@skimud Sorry   Upside: weather says snow all day today in Georgetown CO, but clear about 6AM tomorrow &amp; then partly cloudy.Have good day!,0
@stefinraleigh Maybe it's all the pollen in Raleigh rt now.I've been waking up w/a headache evry day 4 a wk. Exced. Migraine not helping! ,0
Off to work with a major headache ,0
its so nice out and I'm chained to my school books. ,0
@shirlyhardjono sayang I miss you too  hope I can talk to you sooon!!,0
8am walks at the beach.  im so tired. BUT oh well. helloo breakfast after.,0
Been up 15min. already having a bad day ,0
is falling asleep and the extra large can of Rockstar won't help me ,0
cedar falls are looking for therapists, if only i could drive!!!  id love to work there...,0
@BrianWellsMD something like that... btw, we should have met up at NFG last night. I realized I didn't have your # ,0
@Konstpaus you're making me hungry! ,0
@MarkBrooke I'm sorry Mark, I have 2 shoots today. Any luck?!??? ,0
UFC 97 is gonna to be spectacular! Wish I could be in Montreal right now... ugh, stupid exams...           WAR Silva!! WAR Shogun!!,0
@chamila aiyo! chaa max.. I was waiting for IPL matches.. ,0
When I tranferred kbcafe.com to GoDaddy, Network Solutions @netsolcares immediately erased the DNS settings on the NS causing an outage ,0
Headphones broke  damn...and what to do? ;  ((,0
@olafsearson Sky Sports on laptop.....seems to be about 5 mins behind. Wife watching Murray on TV ,0
@patlike Brutal Legend not quite the megaton reveal we were both hoping for from @wossy, eh Pat? ,0
I hate my life. Why does school exist in my life. 3 days......... ,0
im SO lonely!!!!! ,0
&quot;Sorry, an unexpected condition has occurred which is preventing Google Reader from fulfilling the request.&quot; ,0
Not really ready to go home ,0
@vickie_allport its not broken! it's fine! it's just leaking oil. it's supposed to leak a bit but yeah ,0
Started ethics again, realised I did it wrong  But I know how to write it all  I'm just not best pleased about it :/,0
didn't beat the rain to downtown ,0
@InnerSanctumEU Did you guys see that mmo-champion are wiping their Hall of Fame as Freya (+Thorim and General) is getting made harder? ,0
Thinks its just unfair ,0
Too much champagne last night  most expensive hangover in a LONG time!,0
Bus seat to myself ,0
Worked for just enough time to hear leicester score at Southend  one of those days I think,0
Stuck at curledge when i just quite frankly want to go home. Still in a bad mood  xx,0
Well, activated my Facebook account again... felt lonely ,0
watching the harry kalas tribute on phillies.com  miss you harry ,0
A whole week of the house to myself. God damn I need to move out ,0
@IzzyJ_Is_Here hmmm yes especially when I have a hard time with the block button  I don't wanna be mean!,0
@jimmywalker The ability to write scripts to integrate with twitter is one advantage, but really it just shows how much of a geek I am ,0
@mcunclebuck  how sad! i hope u feel better!,0
@snorrick yea, I was wearing my oldest most worn out pair. I REALLY need to mow my grass today, but I don't think I'll be up to it now ,0
Ok battery almost dead. Need to stop twittering and watching scores. ,0
@yummit thanks.. a bit better now, but still.. ,0
start H.W... noooooooooooo tomorrow wo got back to school!!  boo hoo ! :O,0
@Nuff55 wow, thats really cool. i need to do the opposite of u! i need to gain weight ,0
@cutestmidget Well thanks for the encouragment. I lost to the only good guy in my court.   Rooting him on to win our whole division.,0
@LunaEclipse I think I'm going to be in Milwaukee during the game  - I can watch it from my phone though and still harass you ;),0
ughhh I dont wannna gooo to work ,0
her performance was pretty poor ,0
Off to work on a beautiful Saturday morning ,0
Ready to get to work outside on this gorgeous day...raking, staining our patio table, cleaning up the yard.  Colder temps tomorrow  ,0
Good party last nite!! Shoutout to all the ppl responible for golden explosion.. Hoping for round 2. 2nite.   Stuck at wrk until 630. ,0
@Bruno43 I want some too!!!  That sounds so good!,0
Is Loving NIN today! - shame I cant chill with a beer or two and listen to them - have to do dissertation instead  ah well back to it!,0
is trying to catch a wounded bird outdoor, but he's even too fast for me ,0
I hate being sick   I want to be out enjoying my weekend but I know I need to sleep this off.,0
would love to write w/ somebody !! in germany nobody uses twitter !! so sad ,0
too tireddd. ,0
discovered an annoying flaw of UIProgressView in Cocoa Touch. There is no way to animate it with standard Core Animation methods ,0
i want my cable back.. when i watch stuff on the computer i have to wait till after it comes out!! lolz but it takes 4ever to load tooo ,0
Home! and not really feeling like doing anything.  ,0
i just want to relax! ,0
@brianmckinney there are a bunch of good places on Mass and a few blocks off. I'm looking too but I'm stuck in my lease until August ,0
Where is my Clash at Demonhead Virtual Console game??????   ,0
vacation's almost over ,0
Shit, didn't blog on Friday. Being ill sucks ,0
SO bored. It's a nice day out today, I want to be outside like all day. But I can't ,0
@ant2ny law student study on Friday night, as well as Saturdays and Sundays.  I feel for you, love.,0
Stupid arthritis.  I'm too young for this crap.,0
@tomboonen Tom how are you doing? We are worried about you. ,0
@Zicklepop That's a scam and i'm in your neighborhood  with my mom so i can't stop ,0
is having one of those days ,0
@_lainaarora i tried to text you all this btw but congrats congrats congrats im sure rob feels bad im sorry ,0
Hoping that eating 3 naartjies will ward off these sniffles. ,0
@alexa_chung I feel your pain! boohoo some of us have ALOT to do in Apr. ,0
Is Bored and has to get ready for work ,0
@reedoh Lol; my team already played and lost  in da week x; nice to just chill; got a busy day 2moro so making da most xx,0
In the car on the way to the boat. Mommy is in a bad mood ,0
Guess Whose Back :L  Charging My Ipod Coz It Died ,0
Awake. Feeling a little bleh. My head is very stuffed from this head cold ,0
@iamdiddy No beach cleanup for Miami's Baynanza Day? ,0
@barbarag update:  a/c isn't fixed.  dress accordingly.  ,0
just woke up... what to do, what to do... another day/ night with no computer ,0
Gurns  are losing now 3-2 (yoooooo) unfortunately Cliftonville just went one up against us... ,0
Band concert @ northview ,0
listening to @ntfc on bbc northampton.  not going well, not our year ,0
 NOOO!!!!!I hate when this HAPPENS!My mom wasn't able to get the paper sighed and now i cant go skate with my friends in NH. (boho),0
Suppose to be going out tonight but feel ill so it's Family guy marathon on bbc3 later and CDWM now. Rock and roll ,0
Going to the Ren Faire today. I hope I don't melt in the sun and heat ,0
@BooksByTara Hung up my first load of wash. Let's hope it will get dry. Heard it is supposed to rain ,0
Arse! And I mean that from the heart of my bottom ,0
Wow. Knew I should've gotten here early. They already sold out of Omar vinyl. They are gonna see if they can get more. ,0
I'm making  a cup of tea. It's steeping now. The dog is out on the porch.  The door is also open. I hope That not bugs come inside. ,0
A COP JUST SHOT A PITBULL THAT WAS ATTACKING A LITTLE BOY!!! IM SOBBING!! SO SAD!!! THE BOY HAS BLOOD EVERYWHERE   ,0
@billbeckett Wanted to be there!  Come to the Netherlands soon.,0
@xotor1 what meeting is this!? N ONE TOLD ME ABOUT THIS!!! ,0
@inclino ... what ,0
The line at petrol pump was killer and the guy at subway (food joint) is too slow. Missing #ipl ,0
Thanks @tamcdonald You know sometimes it is NOT a good thing to be friends with the bartender ,0
@PeterSantilli YAY!!! ... as all who choose to NOT do right   ... even the one I voted for this time ... Thank You  and follw UR happy,0
The rain is keeping me from riding bandit  It feel like someone cancelled Christmas. ,0
CLeaning the house, making Barbie's bed as everyday... and my face is burning!!! ,0
@tipadaknife lol I did read it, of course! I just wanted to be a secret agent.....*sigh* You tread on my dreams as Yeats would say  Ouch,0
another awesome day. reffing hockey...missing her   ,0
@bob_ham Working on it now ,0
@MissVerna I do have a big head ,0
just passed a freeking stone..... 15hrs LATER!!!!! ouch ,0
at Work Again : It's so gross outside I hope it's not like this all day.   http://schmap.me/m28pw5,0
@JohnnieWalk gotta freakin work tomorrow night.  no magic game for me. fml,0
About to go clean bathrooms ,0
